"tháng 8 4, 1973","1973-08-04"
"27 thg 1, 2007","2007-01-27"
"25 thg 2 1976","1976-02-25"
"02 thg 11 1988","1988-11-02"
"29 thg 1, 1974","1974-01-29"
"22 tháng 2, 2006","2006-02-22"
"13 THÁNG 5 2013","2013-05-13"
"18.04.89","1989-04-18"
"28 thg 12, 1998","1998-12-28"
"03, thg 2 2002","2002-02-03"
"22 thg 2 1977","1977-02-22"
"05, thg 11 1990","1990-11-05"
"22 THG 10 2008","2008-10-22"
"22 tháng 1, 1993","1993-01-22"
"thứ ba, ngày 23 tháng 10 năm 2001","2001-10-23"
"3 thg 5, 1984","1984-05-03"
"17 THG 8 1988","1988-08-17"
"13 THG 5, 2010","2010-05-13"
"03 thg 4 2016","2016-04-03"
"15/01/2003","2003-01-15"
"24 tháng 12 1989","1989-12-24"
"3 tháng 5 1978","1978-05-03"
"9 thg 11, 2009","2009-11-09"
"06 thg 1 2010","2010-01-06"
"NGÀY 27 THÁNG 04 NĂM 2000","2000-04-27"
"12, thg 10 2004","2004-10-12"
"25 thg 11 1982","1982-11-25"
"thứ hai, ngày 09 tháng 2 năm 1976","1976-02-09"
"9 02 13","2013-02-09"
"20.12.16","2016-12-20"
"19, thg 2 1981","1981-02-19"
"23 tháng 6, 1986","1986-06-23"
"18 tháng 10, 2001","2001-10-18"
"tháng 4 18, 1991","1991-04-18"
"31.03.88","1988-03-31"
"ngày 17 tháng 05 năm 2016","2016-05-17"
"10 thg 12 1998","1998-12-10"
"04, thg 5 1982","1982-05-04"
"10, thg 4 2013","2013-04-10"
"30 thg 11, 2013","2013-11-30"
"14 tháng 3 1993","1993-03-14"
"4 tháng 7 2016","2016-07-04"
"NGÀY 19 THÁNG 05 NĂM 2004","2004-05-19"
"17 tháng 12, 1986","1986-12-17"
"Thứ Ba, ngày 12 tháng 1 năm 1971","1971-01-12"
"27 THÁNG 5 1976","1976-05-27"
"12 tháng 4 1998","1998-04-12"
"NGÀY 12 THÁNG 09 NĂM 1995","1995-09-12"
"9 thg 12 1974","1974-12-09"
"21/09/2010","2010-09-21"
"05/03/2015","2015-03-05"
"9 thg 4, 2015","2015-04-09"
"14 tháng 7 1983","1983-07-14"
"THỨ BẢY, NGÀY 08 THÁNG 1 NĂM 1972","1972-01-08"
"tháng 7 14 1973","1973-07-14"
"21 04 08","2008-04-21"
"tháng 8 31 1990","1990-08-31"
"25 tháng 12, 1997","1997-12-25"
"12, thg 8 2008","2008-08-12"
"24 tháng 10 1983","1983-10-24"
"tháng 8 29, 1976","1976-08-29"
"13, THG 8 2017","2017-08-13"
"tháng 2 6, 2006","2006-02-06"
"18/05/1984","1984-05-18"
"27 tháng 8 2017","2017-08-27"
"16 thg 10 1986","1986-10-16"
"25 09 86","1986-09-25"
"Thứ Năm, ngày 05 tháng 3 năm 2015","2015-03-05"
"tháng 2 19 2002","2002-02-19"
"Thứ Bảy, ngày 14 tháng 3 năm 1970","1970-03-14"
"26 thg 10 1988","1988-10-26"
"04, THG 3 1980","1980-03-04"
"THÁNG 11 5, 2001","2001-11-05"
"1 THÁNG 7 2006","2006-07-01"
"02.01.02","2002-01-02"
"16 thg 3, 1987","1987-03-16"
"28 tháng 4 2005","2005-04-28"
"5 thg 6, 1985","1985-06-05"
"22 THÁNG 7, 2000","2000-07-22"
"26 thg 10 2017","2017-10-26"
"tháng 10 12, 2005","2005-10-12"
"14/01/2003","2003-01-14"
"15.09.12","2012-09-15"
"tháng 5 5, 1980","1980-05-05"
"26 tháng 4, 1983","1983-04-26"
"19/09/2009","2009-09-19"
"19 THÁNG 3 1986","1986-03-19"
"Thứ Bảy, ngày 25 tháng 3 năm 1989","1989-03-25"
"tháng 12 30, 2018","2018-12-30"
"8 THG 4 2009","2009-04-08"
"tháng 5 12, 2013","2013-05-12"
"THỨ TƯ, NGÀY 15 THÁNG 11 NĂM 1995","1995-11-15"
"1 tháng 9, 1995","1995-09-01"
"19 THG 11, 1979","1979-11-19"
"15 tháng 1, 1976","1976-01-15"
"5 thg 7, 2018","2018-07-05"
"26 tháng 2 1976","1976-02-26"
"01/02/2015","2015-02-01"
"14 thg 7, 1994","1994-07-14"
"tháng 3 29, 1987","1987-03-29"
"THÁNG 5 24 1978","1978-05-24"
"09, THG 4 2011","2011-04-09"
"30 thg 4, 1983","1983-04-30"
"tháng 8 29 1985","1985-08-29"
"17/05/2008","2008-05-17"
"14 thg 1 1991","1991-01-14"
"3 THÁNG 2 1996","1996-02-03"
"08.05.98","1998-05-08"
"2 04 93","1993-04-02"
"29 THG 1, 1985","1985-01-29"
"20 THG 2, 2004","2004-02-20"
"4 thg 3, 2011","2011-03-04"
"7 04 11","2011-04-07"
"tháng 2 7 2002","2002-02-07"
"17/04/1983","1983-04-17"
"16.11.14","2014-11-16"
"tháng 10 22, 1987","1987-10-22"
"18 THG 12 1995","1995-12-18"
"12/05/2003","2003-05-12"
"Thứ Bảy, ngày 02 tháng 2 năm 1985","1985-02-02"
"11 06 94","1994-06-11"
"10 thg 1 1985","1985-01-10"
"23 THG 12 2013","2013-12-23"
"27 tháng 11 1970","1970-11-27"
"Chủ Nhật, ngày 27 tháng 5 năm 2001","2001-05-27"
"18 thg 7 2006","2006-07-18"
"11/11/2007","2007-11-11"
"Ngày 25 tháng 09 năm 1989","1989-09-25"
"07/02/2003","2003-02-07"
"tháng 12 6 2004","2004-12-06"
"05 thg 5 1986","1986-05-05"
"30 tháng 9 2002","2002-09-30"
"18 thg 2, 1990","1990-02-18"
"5 tháng 4 2011","2011-04-05"
"12 08 86","1986-08-12"
"tháng 6 16 1989","1989-06-16"
"04.10.72","1972-10-04"
"30, thg 6 1980","1980-06-30"
"30 thg 11, 1972","1972-11-30"
"21 thg 7 1992","1992-07-21"
"tháng 1 16, 2011","2011-01-16"
"27 07 98","1998-07-27"
"7 thg 2 1981","1981-02-07"
"13 thg 10 1970","1970-10-13"
"31.07.74","1974-07-31"
"Ngày 18 tháng 03 năm 2016","2016-03-18"
"24 thg 12, 1992","1992-12-24"
"15, THG 2 1987","1987-02-15"
"27 tháng 8 1978","1978-08-27"
"tháng 3 8 1994","1994-03-08"
"2 thg 7 1980","1980-07-02"
"22 tháng 1 1993","1993-01-22"
"03/07/1986","1986-07-03"
"THỨ HAI, NGÀY 07 THÁNG 9 NĂM 1981","1981-09-07"
"02/09/1983","1983-09-02"
"8 thg 12, 2006","2006-12-08"
"tháng 3 27 1993","1993-03-27"
"08, thg 1 2004","2004-01-08"
"12 thg 5 1980","1980-05-12"
"1 thg 2, 1997","1997-02-01"
"9 12 11","2011-12-09"
"19 tháng 12, 2005","2005-12-19"
"thứ bảy, ngày 05 tháng 8 năm 2006","2006-08-05"
"17 tháng 1, 1988","1988-01-17"
"08/04/2004","2004-04-08"
"15 THÁNG 5 1981","1981-05-15"
"4 THG 12, 1981","1981-12-04"
"ngày 31 tháng 03 năm 1985","1985-03-31"
"24 thg 11, 1993","1993-11-24"
"ngày 27 tháng 01 năm 2010","2010-01-27"
"thứ hai, ngày 05 tháng 10 năm 1970","1970-10-05"
"NGÀY 09 THÁNG 02 NĂM 1987","1987-02-09"
"03/06/1980","1980-06-03"
"tháng 1 30 1984","1984-01-30"
"Thứ Tư, ngày 17 tháng 1 năm 2018","2018-01-17"
"6 THG 9, 2016","2016-09-06"
"31 03 92","1992-03-31"
"10 thg 1, 2016","2016-01-10"
"Ngày 22 tháng 04 năm 2011","2011-04-22"
"25 tháng 10 1997","1997-10-25"
"29 thg 4 2008","2008-04-29"
"19 tháng 10 2014","2014-10-19"
"31 THG 3 2010","2010-03-31"
"27 THG 3, 1971","1971-03-27"
"26, thg 8 1978","1978-08-26"
"20 11 85","1985-11-20"
"21.11.08","2008-11-21"
"THÁNG 11 2, 1988","1988-11-02"
"6 thg 3 1986","1986-03-06"
"6 thg 8 2005","2005-08-06"
"6 thg 10, 1989","1989-10-06"
"12, thg 10 1983","1983-10-12"
"tháng 10 10 2013","2013-10-10"
"tháng 3 26, 1993","1993-03-26"
"4 THÁNG 6 1976","1976-06-04"
"2 THÁNG 11 2007","2007-11-02"
"thứ sáu, ngày 14 tháng 2 năm 1997","1997-02-14"
"NGÀY 11 THÁNG 10 NĂM 2003","2003-10-11"
"20 thg 7 2011","2011-07-20"
"THÁNG 4 9, 2014","2014-04-09"
"22 03 10","2010-03-22"
"02.08.78","1978-08-02"
"NGÀY 23 THÁNG 10 NĂM 1984","1984-10-23"
"13 tháng 7, 1974","1974-07-13"
"03/06/2011","2011-06-03"
"21 thg 8 1974","1974-08-21"
"02 thg 1 1997","1997-01-02"
"3 tháng 10, 2015","2015-10-03"
"27 tháng 10, 1980","1980-10-27"
"25.11.16","2016-11-25"
"tháng 6 9 1985","1985-06-09"
"25, THG 3 1981","1981-03-25"
"08 thg 5 2011","2011-05-08"
"17 THÁNG 10 1983","1983-10-17"
"23 tháng 12 1976","1976-12-23"
"10 thg 5 1980","1980-05-10"
"tháng 10 8 2017","2017-10-08"
"19, thg 10 1994","1994-10-19"
"08, thg 5 1982","1982-05-08"
"NGÀY 11 THÁNG 07 NĂM 1989","1989-07-11"
"20, thg 4 1991","1991-04-20"
"7 tháng 2 1983","1983-02-07"
"3 tháng 11 1987","1987-11-03"
"19, thg 6 1991","1991-06-19"
"THỨ NĂM, NGÀY 26 THÁNG 8 NĂM 2004","2004-08-26"
"Thứ Hai, ngày 24 tháng 5 năm 1999","1999-05-24"
"30 04 12","2012-04-30"
"13 thg 2 1982","1982-02-13"
"10 THG 1 1992","1992-01-10"
"15/02/1981","1981-02-15"
"Ngày 28 tháng 01 năm 2008","2008-01-28"
"30 tháng 9, 1998","1998-09-30"
"8 09 74","1974-09-08"
"17, thg 12 1997","1997-12-17"
"12 tháng 3, 2010","2010-03-12"
"Ngày 09 tháng 02 năm 1973","1973-02-09"
"13 tháng 3, 2009","2009-03-13"
"4 THG 6, 1974","1974-06-04"
"tháng 12 2, 2013","2013-12-02"
"ngày 09 tháng 11 năm 2001","2001-11-09"
"24 tháng 7 1995","1995-07-24"
"tháng 10 28 2000","2000-10-28"
"THỨ TƯ, NGÀY 24 THÁNG 7 NĂM 1996","1996-07-24"
"27 thg 10 1981","1981-10-27"
"18 tháng 11 2004","2004-11-18"
"THÁNG 8 31 1972","1972-08-31"
"29 thg 11, 2011","2011-11-29"
"Thứ Tư, ngày 06 tháng 3 năm 2013","2013-03-06"
"17 10 89","1989-10-17"
"tháng 8 3, 1999","1999-08-03"
"19 tháng 12 1972","1972-12-19"
"Thứ Hai, ngày 19 tháng 10 năm 1970","1970-10-19"
"19/06/1979","1979-06-19"
"Thứ Hai, ngày 01 tháng 11 năm 1999","1999-11-01"
"Thứ Bảy, ngày 14 tháng 12 năm 1991","1991-12-14"
"tháng 3 11, 2003","2003-03-11"
"Chủ Nhật, ngày 20 tháng 12 năm 1981","1981-12-20"
"31/12/2009","2009-12-31"
"2 02 89","1989-02-02"
"tháng 2 7, 1998","1998-02-07"
"15 tháng 10 1992","1992-10-15"
"28/09/1998","1998-09-28"
"4 thg 10, 1995","1995-10-04"
"26 thg 1, 2003","2003-01-26"
"2 tháng 5 1977","1977-05-02"
"3 tháng 5 1981","1981-05-03"
"THỨ SÁU, NGÀY 14 THÁNG 9 NĂM 2007","2007-09-14"
"18, thg 6 1996","1996-06-18"
"19.02.84","1984-02-19"
"6 thg 2, 2005","2005-02-06"
"Thứ Sáu, ngày 27 tháng 8 năm 2010","2010-08-27"
"Thứ Tư, ngày 26 tháng 5 năm 1982","1982-05-26"
"Ngày 07 tháng 04 năm 1971","1971-04-07"
"9 THG 4 1981","1981-04-09"
"21, THG 3 2005","2005-03-21"
"28 thg 3, 1982","1982-03-28"
"17, thg 1 2016","2016-01-17"
"12.06.71","1971-06-12"
"7 THÁNG 4 1988","1988-04-07"
"2 04 82","1982-04-02"
"tháng 11 28, 1972","1972-11-28"
"14 THG 4 2017","2017-04-14"
"30 thg 3, 1987","1987-03-30"
"Ngày 07 tháng 01 năm 1999","1999-01-07"
"6 03 73","1973-03-06"
"14 thg 12 1993","1993-12-14"
"15 tháng 6 2015","2015-06-15"
"26 01 12","2012-01-26"
"14 thg 4, 2014","2014-04-14"
"27.08.86","1986-08-27"
"24 thg 12, 1983","1983-12-24"
"16 tháng 5, 1984","1984-05-16"
"tháng 11 19, 1991","1991-11-19"
"THÁNG 6 3 1983","1983-06-03"
"Ngày 12 tháng 02 năm 1972","1972-02-12"
"Thứ Hai, ngày 28 tháng 4 năm 2008","2008-04-28"
"16.04.03","2003-04-16"
"9 THÁNG 9 1992","1992-09-09"
"10 thg 5 2000","2000-05-10"
"5 tháng 11 1985","1985-11-05"
"tháng 7 2 1992","1992-07-02"
"21 10 76","1976-10-21"
"27 tháng 10, 2011","2011-10-27"
"20 THG 11 1987","1987-11-20"
"11 07 11","2011-07-11"
"ngày 24 tháng 12 năm 1997","1997-12-24"
"Thứ Bảy, ngày 16 tháng 6 năm 2001","2001-06-16"
"12, THG 2 1979","1979-02-12"
"5 THG 8, 1999","1999-08-05"
"24 thg 3, 1990","1990-03-24"
"31 10 92","1992-10-31"
"12 10 18","2018-10-12"
"24 tháng 2 1974","1974-02-24"
"11 thg 9 1988","1988-09-11"
"09, thg 6 1974","1974-06-09"
"THÁNG 3 14, 2016","2016-03-14"
"THỨ NĂM, NGÀY 28 THÁNG 12 NĂM 1978","1978-12-28"
"10 06 81","1981-06-10"
"09/05/1974","1974-05-09"
"19 thg 3 1989","1989-03-19"
"Thứ Hai, ngày 19 tháng 1 năm 2015","2015-01-19"
"THỨ TƯ, NGÀY 11 THÁNG 10 NĂM 1995","1995-10-11"
"25 01 86","1986-01-25"
"15 thg 5 1998","1998-05-15"
"NGÀY 08 THÁNG 03 NĂM 1998","1998-03-08"
"10 tháng 2 2014","2014-02-10"
"Ngày 18 tháng 08 năm 1977","1977-08-18"
"9 thg 4, 2004","2004-04-09"
"1 thg 2, 2014","2014-02-01"
"4 thg 8, 2013","2013-08-04"
"tháng 6 18 2014","2014-06-18"
"Ngày 18 tháng 05 năm 2002","2002-05-18"
"tháng 7 19 1985","1985-07-19"
"thứ hai, ngày 07 tháng 1 năm 1974","1974-01-07"
"tháng 7 24 2008","2008-07-24"
"thứ năm, ngày 14 tháng 11 năm 1991","1991-11-14"
"17 thg 7 2002","2002-07-17"
"3 tháng 1 1973","1973-01-03"
"CHỦ NHẬT, NGÀY 08 THÁNG 7 NĂM 1984","1984-07-08"
"THỨ BA, NGÀY 07 THÁNG 4 NĂM 2015","2015-04-07"
"tháng 5 21 1981","1981-05-21"
"8 12 95","1995-12-08"
"20 tháng 4 2002","2002-04-20"
"1 thg 11, 2016","2016-11-01"
"tháng 8 3, 2008","2008-08-03"
"THÁNG 4 9, 1995","1995-04-09"
"30 thg 10 1996","1996-10-30"
"10 THG 10 1987","1987-10-10"
"8 tháng 5 1988","1988-05-08"
"04/11/1977","1977-11-04"
"10 thg 10, 1979","1979-10-10"
"thứ bảy, ngày 28 tháng 8 năm 2010","2010-08-28"
"Thứ Năm, ngày 31 tháng 10 năm 1996","1996-10-31"
"11.02.13","2013-02-11"
"10 THG 8 1999","1999-08-10"
"2 tháng 5, 1989","1989-05-02"
"16 tháng 4, 2003","2003-04-16"
"13.06.95","1995-06-13"
"25 thg 5 1977","1977-05-25"
"11 THÁNG 11, 1995","1995-11-11"
"03 thg 8 1989","1989-08-03"
"07, thg 6 2007","2007-06-07"
"31 tháng 12 1991","1991-12-31"
"22 12 73","1973-12-22"
"13 tháng 5 2002","2002-05-13"
"Ngày 26 tháng 08 năm 1997","1997-08-26"
"tháng 7 29 1996","1996-07-29"
"11 tháng 7 1994","1994-07-11"
"THÁNG 4 5, 1978","1978-04-05"
"04, thg 1 1998","1998-01-04"
"19 THÁNG 7 1978","1978-07-19"
"11 thg 7, 1993","1993-07-11"
"15 tháng 11 1994","1994-11-15"
"20/03/1972","1972-03-20"
"20 thg 1, 2004","2004-01-20"
"tháng 12 24, 2006","2006-12-24"
"12 tháng 5, 2007","2007-05-12"
"18, thg 4 2011","2011-04-18"
"29 tháng 11, 2018","2018-11-29"
"22, thg 3 1992","1992-03-22"
"05.07.03","2003-07-05"
"24, thg 3 1976","1976-03-24"
"7 thg 7, 1994","1994-07-07"
"3 09 17","2017-09-03"
"Chủ Nhật, ngày 03 tháng 7 năm 1988","1988-07-03"
"28 thg 9 2002","2002-09-28"
"19, thg 5 1998","1998-05-19"
"22 thg 6, 2008","2008-06-22"
"15 thg 1 1993","1993-01-15"
"29 tháng 6 2010","2010-06-29"
"7 THG 7, 1986","1986-07-07"
"30 thg 1 1987","1987-01-30"
"02 thg 10 1970","1970-10-02"
"10.05.84","1984-05-10"
"THÁNG 10 23, 1973","1973-10-23"
"tháng 10 12, 1997","1997-10-12"
"03.07.84","1984-07-03"
"11/02/1971","1971-02-11"
"11 tháng 6 1986","1986-06-11"
"Ngày 31 tháng 05 năm 2002","2002-05-31"
"tháng 7 29, 1997","1997-07-29"
"29.12.90","1990-12-29"
"26 thg 8, 1996","1996-08-26"
"11/08/2014","2014-08-11"
"Thứ Hai, ngày 08 tháng 3 năm 1993","1993-03-08"
"1 tháng 4 1970","1970-04-01"
"31 thg 10 1987","1987-10-31"
"26 THG 6 2007","2007-06-26"
"8 thg 4 2005","2005-04-08"
"20 thg 5 1973","1973-05-20"
"7 tháng 5 1985","1985-05-07"
"6 tháng 10 2006","2006-10-06"
"2 03 05","2005-03-02"
"tháng 1 13, 1988","1988-01-13"
"11 THG 9 2013","2013-09-11"
"THÁNG 8 9, 1994","1994-08-09"
"13 tháng 7 2002","2002-07-13"
"15 tháng 11, 2011","2011-11-15"
"THÁNG 5 6 1973","1973-05-06"
"09, thg 11 1979","1979-11-09"
"Ngày 26 tháng 06 năm 2002","2002-06-26"
"ngày 20 tháng 07 năm 2017","2017-07-20"
"15, thg 6 2010","2010-06-15"
"16 thg 10, 2011","2011-10-16"
"thứ bảy, ngày 11 tháng 4 năm 1970","1970-04-11"
"THÁNG 9 14, 1978","1978-09-14"
"24/06/1992","1992-06-24"
"THÁNG 12 6, 2011","2011-12-06"
"10/07/1986","1986-07-10"
"20 THG 3, 2005","2005-03-20"
"28.11.16","2016-11-28"
"12 thg 7, 1991","1991-07-12"
"20 thg 2 1984","1984-02-20"
"06.03.76","1976-03-06"
"7 tháng 1 1999","1999-01-07"
"8 thg 4, 1985","1985-04-08"
"21 tháng 7 1985","1985-07-21"
"9 THG 12 2008","2008-12-09"
"09 thg 2 1986","1986-02-09"
"tháng 2 2 1991","1991-02-02"
"03 thg 10 2016","2016-10-03"
"16 thg 6, 1980","1980-06-16"
"Ngày 19 tháng 08 năm 2006","2006-08-19"
"18 tháng 7 2009","2009-07-18"
"10 THG 8, 1977","1977-08-10"
"ngày 15 tháng 09 năm 1975","1975-09-15"
"30 09 82","1982-09-30"
"17, thg 12 1995","1995-12-17"
"27 THÁNG 8, 1982","1982-08-27"
"ngày 01 tháng 12 năm 1983","1983-12-01"
"18 thg 12, 1995","1995-12-18"
"Thứ Tư, ngày 06 tháng 12 năm 2017","2017-12-06"
"07 thg 9 2000","2000-09-07"
"14 thg 4, 1988","1988-04-14"
"23 tháng 9, 2001","2001-09-23"
"28/03/2018","2018-03-28"
"1 thg 5, 1996","1996-05-01"
"Ngày 22 tháng 03 năm 1993","1993-03-22"
"THÁNG 1 23, 1987","1987-01-23"
"8 thg 1 1972","1972-01-08"
"15 tháng 3 1985","1985-03-15"
"12 thg 2, 2010","2010-02-12"
"26 11 89","1989-11-26"
"tháng 2 14, 1986","1986-02-14"
"tháng 3 16, 1974","1974-03-16"
"THỨ BẢY, NGÀY 06 THÁNG 6 NĂM 1998","1998-06-06"
"1 tháng 12 2001","2001-12-01"
"tháng 8 17, 1988","1988-08-17"
"12 thg 1 1991","1991-01-12"
"8 thg 8 1992","1992-08-08"
"Ngày 03 tháng 07 năm 2016","2016-07-03"
"15 THG 5, 2008","2008-05-15"
"26 thg 6, 1975","1975-06-26"
"12 THG 3 2004","2004-03-12"
"tháng 4 29 1990","1990-04-29"
"4 tháng 3 2018","2018-03-04"
"7 thg 2 1988","1988-02-07"
"5 thg 7 2008","2008-07-05"
"THÁNG 10 16 2004","2004-10-16"
"13.07.90","1990-07-13"
"27.07.91","1991-07-27"
"11 tháng 2 2010","2010-02-11"
"05 THG 9 2018","2018-09-05"
"26.07.71","1971-07-26"
"Ngày 14 tháng 03 năm 2000","2000-03-14"
"23.06.13","2013-06-23"
"26 THÁNG 3 2017","2017-03-26"
"Ngày 01 tháng 02 năm 2017","2017-02-01"
"23.10.79","1979-10-23"
"Ngày 15 tháng 03 năm 1989","1989-03-15"
"Ngày 30 tháng 04 năm 1981","1981-04-30"
"26 tháng 7, 2015","2015-07-26"
"09.01.91","1991-01-09"
"31.05.82","1982-05-31"
"17 01 92","1992-01-17"
"11 thg 5, 2000","2000-05-11"
"ngày 17 tháng 03 năm 1989","1989-03-17"
"4 thg 10, 2012","2012-10-04"
"thứ tư, ngày 02 tháng 4 năm 1975","1975-04-02"
"28 thg 7 1991","1991-07-28"
"10 03 17","2017-03-10"
"20 tháng 7, 1996","1996-07-20"
"Thứ Bảy, ngày 07 tháng 11 năm 1998","1998-11-07"
"09 THG 3 1991","1991-03-09"
"Thứ Bảy, ngày 07 tháng 4 năm 1979","1979-04-07"
"14 thg 10, 1980","1980-10-14"
"10 tháng 3 2014","2014-03-10"
"4 thg 4 1984","1984-04-04"
"4 tháng 8 2003","2003-08-04"
"2 tháng 5 1972","1972-05-02"
"tháng 2 14 1994","1994-02-14"
"9 tháng 12 2010","2010-12-09"
"8 tháng 12 1981","1981-12-08"
"7 tháng 8 1972","1972-08-07"
"17 THÁNG 12 1992","1992-12-17"
"tháng 3 28 2008","2008-03-28"
"Thứ Ba, ngày 18 tháng 5 năm 1976","1976-05-18"
"THÁNG 3 12, 1975","1975-03-12"
"05, thg 7 2013","2013-07-05"
"THÁNG 11 15, 2000","2000-11-15"
"11 tháng 10 2002","2002-10-11"
"4 thg 2, 2004","2004-02-04"
"16.09.72","1972-09-16"
"05, thg 1 1972","1972-01-05"
"28 08 72","1972-08-28"
"23 THG 9 2016","2016-09-23"
"22, thg 10 2007","2007-10-22"
"27 thg 12 1973","1973-12-27"
"Chủ Nhật, ngày 22 tháng 7 năm 1979","1979-07-22"
"tháng 7 23, 1993","1993-07-23"
"2 04 85","1985-04-02"
"08, thg 11 2001","2001-11-08"
"THỨ HAI, NGÀY 28 THÁNG 3 NĂM 1988","1988-03-28"
"28/04/1980","1980-04-28"
"Ngày 06 tháng 11 năm 1984","1984-11-06"
"16.10.13","2013-10-16"
"THÁNG 12 28 2002","2002-12-28"
"4 tháng 9, 2015","2015-09-04"
"10 tháng 4, 1974","1974-04-10"
"THÁNG 6 3, 1989","1989-06-03"
"15 tháng 12 2007","2007-12-15"
"25 tháng 8 1971","1971-08-25"
"5 tháng 3, 2002","2002-03-05"
"17, THG 9 2003","2003-09-17"
"18 12 97","1997-12-18"
"15/12/1984","1984-12-15"
"12 tháng 10 2009","2009-10-12"
"Thứ Hai, ngày 17 tháng 4 năm 1989","1989-04-17"
"THÁNG 8 9 1995","1995-08-09"
"ngày 25 tháng 08 năm 1985","1985-08-25"
"21 THG 9, 1993","1993-09-21"
"23 thg 10, 2016","2016-10-23"
"8 09 04","2004-09-08"
"THÁNG 1 3 1972","1972-01-03"
"Chủ Nhật, ngày 10 tháng 12 năm 2006","2006-12-10"
"16 tháng 4 1991","1991-04-16"
"13 05 73","1973-05-13"
"05, thg 3 1997","1997-03-05"
"22 thg 6 1998","1998-06-22"
"7 THÁNG 11 1999","1999-11-07"
"tháng 2 28, 1991","1991-02-28"
"6 04 03","2003-04-06"
"16/06/2003","2003-06-16"
"Ngày 27 tháng 06 năm 1973","1973-06-27"
"17 thg 6, 2018","2018-06-17"
"tháng 11 15, 2016","2016-11-15"
"31 tháng 3 2006","2006-03-31"
"Ngày 30 tháng 05 năm 1974","1974-05-30"
"27, thg 8 2005","2005-08-27"
"24 thg 12, 1978","1978-12-24"
"27 thg 10 2001","2001-10-27"
"THÁNG 9 24 2003","2003-09-24"
"8 tháng 10, 1999","1999-10-08"
"08.12.77","1977-12-08"
"23 thg 11, 1990","1990-11-23"
"19 thg 6, 1988","1988-06-19"
"10/06/2007","2007-06-10"
"4 thg 7 2003","2003-07-04"
"20 thg 12, 1975","1975-12-20"
"5 thg 4, 1992","1992-04-05"
"NGÀY 19 THÁNG 06 NĂM 1995","1995-06-19"
"24, thg 10 2007","2007-10-24"
"17 thg 7, 2015","2015-07-17"
"10 THG 9, 2014","2014-09-10"
"11 tháng 11 1985","1985-11-11"
"20/02/2005","2005-02-20"
"19 tháng 7, 1979","1979-07-19"
"18 tháng 8, 1975","1975-08-18"
"20 tháng 2 1977","1977-02-20"
"22 tháng 2, 1981","1981-02-22"
"17 tháng 7, 2005","2005-07-17"
"6 thg 5, 1989","1989-05-06"
"tháng 11 29, 1986","1986-11-29"
"tháng 5 4 1989","1989-05-04"
"26 THÁNG 8, 2005","2005-08-26"
"26 tháng 10, 1989","1989-10-26"
"Ngày 24 tháng 12 năm 2009","2009-12-24"
"2 THG 3 2015","2015-03-02"
"25 tháng 8, 1988","1988-08-25"
"tháng 2 8, 1994","1994-02-08"
"18.07.78","1978-07-18"
"10, THG 3 1977","1977-03-10"
"13.02.88","1988-02-13"
"15 thg 2 1999","1999-02-15"
"25, thg 3 2001","2001-03-25"
"14 thg 4, 2014","2014-04-14"
"28, thg 2 1998","1998-02-28"
"26 thg 7, 2013","2013-07-26"
"14/01/1991","1991-01-14"
"10 thg 8, 1985","1985-08-10"
"19 tháng 10 2012","2012-10-19"
"07.07.78","1978-07-07"
"04.01.73","1973-01-04"
"27 thg 5, 2009","2009-05-27"
"Ngày 21 tháng 06 năm 2008","2008-06-21"
"ngày 07 tháng 09 năm 1971","1971-09-07"
"2 12 18","2018-12-02"
"1 tháng 3 2001","2001-03-01"
"21 thg 5 2011","2011-05-21"
"Ngày 05 tháng 06 năm 2003","2003-06-05"
"NGÀY 21 THÁNG 08 NĂM 1977","1977-08-21"
"10 tháng 1 1997","1997-01-10"
"20 tháng 7 1989","1989-07-20"
"13 tháng 9 1983","1983-09-13"
"12 01 82","1982-01-12"
"12 THÁNG 8 2017","2017-08-12"
"25 thg 10 1972","1972-10-25"
"28/02/2017","2017-02-28"
"THỨ BẢY, NGÀY 12 THÁNG 9 NĂM 2009","2009-09-12"
"tháng 9 2 2014","2014-09-02"
"30 tháng 11, 2007","2007-11-30"
"7 12 09","2009-12-07"
"10 thg 3, 2003","2003-03-10"
"Ngày 07 tháng 05 năm 1983","1983-05-07"
"Chủ Nhật, ngày 16 tháng 8 năm 2009","2009-08-16"
"10/06/1997","1997-06-10"
"29 thg 9, 1985","1985-09-29"
"7 thg 2, 1987","1987-02-07"
"27 THÁNG 7 1990","1990-07-27"
"15 thg 10, 2004","2004-10-15"
"20 10 94","1994-10-20"
"21, thg 8 2012","2012-08-21"
"Ngày 01 tháng 11 năm 1992","1992-11-01"
"Chủ Nhật, ngày 21 tháng 12 năm 1975","1975-12-21"
"21 tháng 7, 2014","2014-07-21"
"27 tháng 6 2015","2015-06-27"
"05.08.78","1978-08-05"
"29 thg 1 1973","1973-01-29"
"Ngày 06 tháng 07 năm 1996","1996-07-06"
"2 tháng 11 2004","2004-11-02"
"1 thg 9, 2006","2006-09-01"
"05/08/1979","1979-08-05"
"Thứ Ba, ngày 25 tháng 7 năm 1978","1978-07-25"
"tháng 2 19 1980","1980-02-19"
"THỨ BA, NGÀY 07 THÁNG 3 NĂM 1995","1995-03-07"
"22 tháng 7, 1994","1994-07-22"
"22 thg 2, 2007","2007-02-22"
"tháng 6 2 1987","1987-06-02"
